formula,image
"u ^ { \mu } ( { \bf p } , 0 _ { t } ) = { \frac { N } { m } } \left( \begin{array} { l } { E _ { p } } \\ { p _ { 1 } } \\ { p _ { 2 } } \\ { p _ { 3 } } \\ \end{array} \right) \quad , \quad { \bf B } ^ { ( \pm ) } ( { \bf p } , 0 _ { t } ) = { \bf 0 } \quad , \quad { \bf E } ^ { ( \pm ) } ( { \bf p } , 0 _ { t } ) = { \bf 0 } \, \, .",5c0f2a98cc.png
m v _ { \mu } ^ { c } \sigma _ { c } = A _ { \mu } ^ { i } \sigma _ { i } .,720204f916.png
"R ^ { 2 } ( t ) = R _ { 0 } ^ { 2 } - ( R _ { 0 } ^ { 2 } - R _ { \mathrm { m i n } } ^ { 2 } ) \frac { 1 } { ( t / \gamma ) ^ { 2 } + 1 } ~ ,",6281a9d31f.png
"{ \bf G ^ { + + + } } = \frac { 1 } { 2 } { \bf I } _ { 1 } \oplus ( { \bf I } _ { D } - \frac { 1 } { 2 } { \bf \Xi } _ { D } ) \, ,",15c01d3f12.png
"\rho _ { + } = \sqrt { b } = \frac { 1 } { \sqrt { K } \alpha ^ { \prime } k _ { + } } ,",6794c8d264.png
"H _ { 0 } = i \int _ { 0 } ^ { \infty } d p \, p [ a ^ { \dag } ( p ) b ( p ) - b ^ { \dag } ( p ) a ( p ) ] .",7963274546.png
"Z = N _ { 1 } + N _ { 2 } = \phi _ { 1 } ^ { 2 } Z _ { 1 } \quad \mathrm { w i t h } \quad Z _ { 1 } = 1 + g ^ { 2 } I _ { 2 } ,",9a119de4f0.png
{ S _ { a } S _ { b } } \rightarrow S _ { a } S _ { b } - { \frac { 1 } { s t + s u + t u } } .,5b88555cfc.png
T | _ { m i n } = 1 . 2 3 5 6 9 1 4 2 + 0 . 8 2 3 8 3 4 5 7 \; i,2b06e0eec7.png
"\frac { \partial { { L } _ { D } } ^ { ( i , j ) } } { \partial u ^ { \alpha ( i , j ) } } - \Delta _ { 1 } ( \frac { \partial { { L } _ { D } } ^ { ( i - 1 , j ) } } { \partial ( \Delta _ { 1 } u ^ { \alpha ( i - 1 , j ) } ) } ) - \Delta _ { 2 } ( \frac { \partial { { L } _ { D } } ^ { ( i , j - 1 ) } } { \partial ( \Delta _ { 2 } u ^ { \alpha ( i , j - 1 ) } ) } ) = 0 ,",bf5478b811.png
"\int \mathrm { d } ^ { 3 } x \frac { \delta ( x ) } { | x | } G ( | x | ) ,",31beabe16a.png
r _ { - } = b ^ { \frac 1 3 } \frac { \sqrt { s } - \sqrt { 2 \sqrt { s ^ { 2 } - 4 q ^ { 2 } } - s } } { 2 \alpha },5b0fefd6cb.png
"\Omega = \frac { 1 } { 2 } \oint _ { \partial D } d \varphi \oint _ { \partial D } d \varphi ^ { \prime } \omega _ { a b } ( \varphi , \varphi ^ { \prime } ) d \theta ^ { a } ( \varphi ) \wedge d \theta ^ { b } ( \varphi ^ { \prime } )",56bd6e82ba.png
"\Delta \psi _ { n _ { m } n _ { e } } = E _ { n _ { m } n _ { e } } \psi _ { n _ { m } n _ { e } } ,",45daf81306.png
"E _ { q l } ^ { r e g } = - \partial _ { n } X + [ \partial _ { n } X ] _ { 0 } \, .",27ba92e07f.png
\int \frac { { \cal D } \vec { x } { \cal D } h } { g a u g e \ v o l u m e } e x p \{ \frac { i } { \hbar } \int _ { 0 } ^ { \tau } L h d \tau \},39af1c6984.png
"\left\{ q ^ { \alpha } ( x ) ~ , ~ { p } _ { \beta } ( y ) \right\} = \delta _ { \hphantom { \alpha } \beta } ^ { \alpha } \delta ( x - y )",2c0488f997.png
\tilde { E } _ { o u t } = E _ { o u t } + \tilde { E } _ { c l a s s } ^ { o u t } = \frac { 1 } { 2 a \mu } [ - 0 . 0 0 8 5 + \operatorname { l n } a ( \frac { - 1 } { 1 2 8 } + \frac { 1 } { 8 \pi } ) ] + \frac { h ^ { o u t } } { a } .,77dee1ffb0.png
\sum _ { i = 0 } ^ { 4 } \varepsilon ^ { i } { \cal C } _ { i } = ( I + \varepsilon { \cal D } + \varepsilon ^ { 2 } B _ { 2 } ) \sum _ { j = 0 } ^ { \infty } \varepsilon ^ { j } F _ { j } .,571f60fff2.png
{ \cal L } _ { \phi } = \left| D _ { \mu } \; \varphi ^ { \rho } - \frac { g } { \sqrt { 2 } } \frac { v _ { 2 } } { v _ { 1 } } \; \tilde { \sigma } F _ { \mu } ^ { \rho } \right| ^ { 2 },662176fbf3.png
"\int d \tilde { q } \omega ( q ) \, q ^ { r } F ^ { \tau } \left( q \right) = 0 ,",38e5494a8f.png
"\partial ^ { 3 } \partial ^ { + } = q ^ { 2 } \partial ^ { + } \partial ^ { 3 } , \quad \partial ^ { - } \partial ^ { 3 } = q ^ { 2 } \partial ^ { 3 } \partial ^ { - } , \quad \partial ^ { - } \partial ^ { + } = \partial ^ { + } \partial ^ { - } + \lambda \left( \partial ^ { 3 } \right) ^ { 2 }",18ac32db4c.png
"( \partial _ { \theta } H _ { 1 } ) | _ { r = r _ { \mathrm { H } } } = 0 , \",3dba833fc3.png
\Gamma _ { R } ^ { ( 3 ) } = - \Gamma _ { - + + } - \Gamma _ { -- + } - \Gamma _ { - + - } - \Gamma _ { --- } \hspace { . 2 i n } .,de0c5cb052.png
"a [ u ] = \sum _ { k = 0 } ^ { N ( a ) } a _ { k } [ u ] D ^ { k } ,",7de7dc781f.png
"\bar { a } _ { i } = e ^ { \omega _ { i } } \widetilde { a } \, .",39b376376c.png
c ( p ) = { \frac { p + ( 1 - p ) \ g } { p \ g + ( 1 - p ) } },530645a984.png
( 1 + \frac { K } { 2 f _ { 5 } } ) d x ^ { + } d x ^ { - } + \frac { R _ { s } ^ { 2 } } { R ^ { 2 } } ( h + \frac { K } { 4 f _ { 5 } } ) d x ^ { - } d x ^ { - } + \frac { R ^ { 2 } } { R _ { s } ^ { 2 } } \frac { K } { 4 f _ { 5 } } d x ^ { + } d x ^ { + },54829dee9a.png
\iota _ { X } F \wedge F = 0 ~ .,192bc02e68.png
"K = \frac { 1 } { 2 } \frac { \partial ^ { 2 } A } { \partial \phi ^ { i } \partial \phi ^ { j } } \dot { \phi } ^ { i } \dot { \phi } ^ { j } + i \frac { \partial ^ { 2 } A } { \partial \phi ^ { i } \partial \phi ^ { j } } ( \bar { \psi } _ { a } ^ { i } \dot { \psi } ^ { a j } + \psi ^ { a i } \dot { \bar { \psi } _ { a } ^ { j } } ) ,",78637574dc.png
x _ { 1 } = y + \frac { 1 } { 8 } \left( 4 c _ { 2 } - c _ { 3 } ^ { 2 } + 4 c _ { 3 } z ^ { 2 } + 8 z ^ { 4 } \right) .,34ce4ea754.png
"\beta _ { R N } = \frac { 4 \pi r _ { 0 } } { \frac { 3 r _ { 0 } ^ { 2 } } { l ^ { 2 } } - \frac { q ^ { 2 } } { r _ { 0 } ^ { 2 } } \, + \, 1 }",15b1bcafbd.png
"d s ^ { 2 } \simeq { \frac { Q _ { 1 } } { Q _ { 2 } } } d u ^ { 2 } + { \frac { 2 r } { Q _ { 2 } } } \, d u \, d v + P _ { 1 } P _ { 2 } \left[ \left( { \frac { d r } { r } } \right) ^ { 2 } + d \Omega ^ { 2 } \right]",792b595043.png
"\Psi ( x ) = h ^ { - 1 } ( x ) \psi ( x ) \, .",4e1f8bfc4a.png
"\nabla _ { k } ( A ) \nabla ^ { k } ( A ) A ^ { 0 } ( x ^ { 0 } , { \bf x } ) = 0",361733585a.png
p ^ { + } p ^ { - } + \frac { 1 } { 2 } ( p ^ { \rho } ) ^ { 2 } + \frac { 1 } { 4 k } = 0 ~ ~ .,797d29bfcf.png
"e ^ { A } = ( e ^ { + + } , e ^ { -- } , e ^ { + q } ) , \qquad q = 1 , \ldots , ( D - 2 )",5056895466.png
\frac { S ( q w ) } { S ( q ^ { - 1 } w ) } = \frac { 1 } { 1 + w } .,7ff6e120f2.png
"d _ { \alpha \beta } ^ { a } = d _ { \alpha } ^ { a \gamma } J _ { \gamma \beta } , \qquad d ^ { a \alpha \beta } = J ^ { \alpha \gamma } d _ { \gamma } ^ { a \beta }",76b4b2bb68.png
"X = i \sigma _ { 2 } \otimes \left( \begin{array} { c c c c } { 1 } & { } & { } & { } \\ \end{array} \right) ,",1f4ce91a02.png
f ( p ) \ = \ { \frac { \sqrt { 2 \pi } } { 2 \Lambda } } \sum _ { n } F \left( { \frac { n \pi } { \Lambda } } \right) \ e ^ { i { \frac { n \pi } { \Lambda } } p } \ .,2163d7922f.png
\phi = q \; \operatorname { l n } ( \tilde { \sigma } _ { f } - \tilde { \sigma } ),20798a9851.png
"\pm u _ { t } ( t , x ) + u _ { x x x } ( t , x ) - 6 u ( t , x ) u _ { x } ( t , x ) = 0 , \ll { k d v }",aca7d76af3.png
\partial _ { \mu ^ { \prime } } = \partial / \partial x ^ { \mu ^ { \prime } } = - \partial / \partial x _ { \mu ^ { \prime } } \hspace { 1 c m } ( 1 \leq \mu ^ { \prime } \leq n - 1 ) .,4319b44baa.png
"L _ { g . f . } ^ { - } = 0 \ , \hspace { 4 . 2 c m } L _ { g . f . } ^ { + } = e _ { + } ^ { + } ( \phi , \eta ) d \theta ^ { + } \ ,",c9d1cfd035.png
"\lambda \, \mu ^ { \epsilon } \, \Xi ( \epsilon ) \, | E ( \epsilon ) | ^ { - \epsilon / 2 } = 1 \; ,",4d6f811697.png
"( \partial _ { \sigma _ { c } } ^ { 2 } - \partial _ { \tau } ^ { 2 } ) \delta x _ { \perp } = \frac { m } { r ^ { 5 } } ( 2 \Delta - 3 b ^ { 2 } ) \delta x _ { \perp } ,",1a387e48b9.png
"\Phi \equiv \Psi e _ { - } - \Psi ^ { \bullet } \sigma _ { 1 } e _ { + } ~ ,",58a64d98d4.png
"S _ { e f f } = - { \frac { \kappa } { 2 } } \, \int d ^ { 2 } \sigma \, \sum _ { k \not = n } P _ { + } ^ { k } \, \partial _ { - } v _ { k } \ ,",70c8eefc9c.png
"\left\{ Q _ { \alpha } , Q _ { \beta } \right\} = \gamma _ { \alpha \beta } ^ { \mu _ { 1 } \mu _ { 2 } \mu _ { 3 } } T _ { \mu _ { 1 } \mu _ { 2 } \mu _ { 3 } } + \gamma _ { \alpha \beta } ^ { \mu _ { 1 } \cdots \mu _ { 7 } } Z _ { \mu _ { 1 } \cdots \mu _ { 7 } } ^ { + }",16f50f64bb.png
"\tilde { \Sigma } _ { \chi } = \left( \begin{array} { c c } { \Sigma } & { 0 } \\ { 0 } & { 1 } \\ \end{array} \right) \ ,",21e996d5a6.png
"e ^ { - \frac { \bar { z } \star z + \hbar } { \hbar } } = e ^ { - 1 } e ^ { - \frac { \bar { z } \star z } { \hbar } } \sim e ^ { - \frac { a ^ { \dagger } \star a } { 2 \hbar } } ,",3a537e7eee.png
"q ^ { s } = \bar { q } ^ { s } + \sum _ { \chi \mu } \psi _ { ( \chi \mu ) } ^ { s } \hat { q } _ { ( \chi \mu ) } + \sum _ { \alpha } \psi _ { \alpha } ^ { s } \hat { q } _ { \alpha } ,",72a17394b4.png
H _ { p t 1 } = a ^ { \dagger } a \ ( b ^ { \dagger } b - 2 a ^ { \dagger } a ),5d128779bf.png
"\gamma _ { n } = \gamma _ { a 1 } \gamma _ { a 2 } \cdots \gamma _ { a n } , \; \; a 1 < a 2 \cdots < a n",17ca139218.png
\int _ { \Sigma } \sigma _ { z \bar { z } } = 0 .,6f13a4a239.png
"[ f ( q ^ { 2 } ) ] ^ { - 2 4 } [ F ( \nu , q ^ { 2 } ) ] ^ { - 2 } = \operatorname { s i n } \pi \nu \left[ 1 + 4 ( \operatorname { c o s } 2 \pi \nu + 5 ) q ^ { 2 } + O ( q ^ { 4 } ) \right] .",363ba8da57.png
\Psi _ { \parallel } [ x _ { u + d u } ( \sigma ) ] = \Psi [ x _ { u + d u } ( \sigma ) ] + \delta _ { \parallel } \Psi [ x _ { u } ( \sigma ) ] .,fda8c129c0.png
\zeta _ { 2 } ( t ) = t ^ { - 1 } { \frac { ( 2 \pi - \delta ) } { 8 \pi } } L ^ { 2 } + { \frac { 1 } { 1 2 } } ( { \frac { 2 \pi } { \beta } } - { \frac { \beta } { 2 \pi } } ) + O ( t / L ^ { 2 } ) ~ .,2a1b0ad021.png
"\Lambda _ { \cdot \, \hat { \beta } } ^ { \hat { \alpha } \, \cdot } [ A _ { \xi } ( x ) ] = \hat { e } _ { \mu } ^ { \hat { \alpha } } [ \phi _ { \xi } ( x ) ] \frac { \partial \phi _ { \xi } ^ { \mu } ( x ) } { \partial x ^ { \nu } } \, e _ { \hat { \beta } } ^ { \nu } ( x )",1fc157c17d.png
"\beta W = \int d r d \theta d \phi \sum _ { m } \int \frac { d p _ { r } d p _ { \theta } } { ( 2 \pi ) ^ { 2 } } \operatorname { l n } \left( 1 - e ^ { - \beta ( { \cal E } - m \Omega _ { 0 } - q \Phi _ { 0 } ) } \right) ,",3784f79e0f.png
"R _ { \operatorname* { m a x } } \left( x \right) \sim q _ { \operatorname* { m a x } } ^ { - 1 } \left( x \right) = \operatorname* { m a x } \left\{ L , \left[ \left( x - x _ { 0 } \right) \overline { { k ^ { - 1 } \left( x _ { 0 } , x \right) } } \right] ^ { \frac 1 2 } \right\} .",3909f85c87.png
"\Lambda = \left( \begin{array} { c c } { X } & { Y } \\ { - Y } & { X } \\ \end{array} \right) \textrm { w i t h } \left\{ \begin{array} { c } { X = - X ^ { T } } \\ { Y = Y ^ { T } , } \\ \end{array} \right.",2343695abf.png
"{ [ } \hat { B } _ { L } ^ { ( + ) } ( \vec { k } ) - \hat { B } _ { T } ^ { ( + ) } ( \vec { k } ) , \hat { Q } ^ { a } ] = 2 k _ { 0 } \hat { C } _ { T } ^ { a ( + ) } ( \vec { k } ) ,",70de144234.png
"g = { \tilde { D } } ^ { - { \frac { 1 } { 3 } } } d y ^ { a } d y ^ { b } \eta _ { a b } + d x ^ { \mu } d x ^ { \nu } \delta _ { \mu \nu } + d x ^ { 5 } d x ^ { 5 } \ ,",603ed3d90f.png
"\chi ^ { 0 } = \frac { 1 } { \sqrt { 2 } } ( X ^ { 0 } + X ^ { d + 1 } ) - t , ~ ~ ~ \chi ^ { k } = X ^ { k } - r ^ { k } ~ ~ ( k = 1 \sim d ) ,",3577eaa008.png
{ \bar { \cal N } } _ { I J } = h _ { I \vert i } \circ \left( f ^ { - 1 } \right) _ { \phantom { i } J } ^ { i },2ccedae475.png
d s ^ { 2 } = H ( x ^ { m } ) ^ { - 2 / 3 } d s ^ { 2 } ( M ^ { 3 } ) + H ( x ^ { m } ) ^ { 1 / 3 } d s ^ { 2 } ( B ^ { 8 } ) .,5f57b5ba59.png
"{ \cal F } ^ { \prime } = { \cal F } + { \cal L } ^ { ( 2 ) } \, ,",7c42a6e47d.png
"\chi = ( - 1 ) ^ { 2 \sigma + 1 } 2 \mu _ { \mathrm { B } } ^ { 2 } \, \nu _ { 3 D } ( 0 ) \left[ ( 2 \sigma ) ^ { 2 } - \frac { 1 } { 3 } \right] ,",61aff02ff6.png
^ 3 S = \int d ^ { 3 } x { \mid h \mid } ^ { \frac { 1 } { 2 } } \left\{ - ^ { 3 } R + \frac { 1 } { 4 } T r \left[ ( J ^ { G } ) ^ { 2 } + ( J ^ { \vec { \Omega } } ) ^ { 2 } \right] \right\} ;,5621b5c689.png
\Lambda _ { - } = { \frac { 1 } { 2 } } \gamma ^ { 0 } \gamma ^ { - } = { \frac { 1 } { 4 } } \gamma ^ { + } \gamma ^ { - } = { \frac { 1 } { 2 } } \left( \begin{array} { c c } { 1 } & { - \sigma _ { 3 } } \\ { - \sigma _ { 3 } } & { 1 } \\ \end{array} \right) \; .,ff666c0081.png
"\eta _ { M N } \dot { \tilde { x } } ^ { M } \dot { \tilde { x } } ^ { N } = 0 , ~ ~ ~ ~ ~ ~ ~ ~ \eta _ { M N } \dot { \tilde { x } } ^ { M } \partial _ { m } { \tilde { x } } ^ { N } = 0 ,",24d7c9e7f4.png
T _ { 2 } : = O _ { 2 } - N _ { p _ { 2 } } \circ ( Y + \mathrm { i d } ),4d727f73e5.png
"\Sigma ( \varphi ^ { i } , \varphi ^ { * i } , \varepsilon ^ { A } , g ) + \hbar ^ { n } \Theta = \Sigma ( \varphi _ { 0 } ^ { i } , \varphi _ { 0 } ^ { * i } , \varepsilon _ { 0 } ^ { A } , g _ { 0 } ) + O ( \hbar ^ { n + 1 } ) \; ,",5e78ac31b9.png
"f = k - { \frac { \mu } { r ^ { 2 } } } + g ^ { 2 } r ^ { 2 } H _ { 1 } H _ { 2 } H _ { 3 } \ , \ \ H _ { i } = 1 + { \frac { q _ { i } } { r ^ { 2 } } } , \, i = ( 1 , 2 , 3 ) \ ,",411e783c6d.png
"Z = \int _ { 0 } ^ { 2 \pi } d X \sum _ { N _ { \mu } \in Z } \delta _ { \epsilon _ { \mu \nu } \Delta _ { \mu } N _ { \nu } } \operatorname { e x p } \left[ - \frac { R ^ { 2 } } { 4 \pi } ( \Delta _ { \mu } X - 2 \pi N _ { \mu } ) ^ { 2 } \right] ,",241bc15ae3.png
"l _ { \pm } ^ { \mu } = ( \frac { 1 } { \Delta } , \; \mp 1 , \; \frac { J } { 2 r ^ { 2 } \Delta } ) , \; \; \; \; \; \; \; \; \; \; m ^ { \mu } = ( 0 , \; 0 , \; \frac { 1 } { r } ) .",419f12fb87.png
"X ( t ) = \frac { 1 } { 2 m } e ^ { - 2 \mu t } , \hspace { 1 c m } Y ( t ) = 0 , \hspace { 1 c m } Z ( t ) = \frac { m \omega ^ { 2 } } { 2 } e ^ { 2 \mu t } ,",26facb7947.png
\Delta \; = \frac 1 2 t r \phi ^ { 2 } \; .,41f6625f33.png
S = \int d ^ { x } d y \sqrt { - G } \left[ \frac { M _ { 5 } ^ { 3 } } { 2 } \tilde { R } - \Lambda + \left( \frac { M _ { 4 } ^ { 2 } } { 2 } R - v _ { b } \right) \delta ( y ) \right] .,7515ed6cca.png
"[ [ \omega , \epsilon ] ] ^ { k i j } \equiv \sum _ { ( k i j ) } ( \omega ^ { k l } \partial _ { l } \epsilon ^ { i j } + \epsilon ^ { k l } \partial _ { l } \omega ^ { i j } ) = 0 ,",31584aadce.png
"\Xi = \frac { \pi } { V } \rho ( 0 ) \: ,",706505e6d5.png
"P ( \varepsilon , \xi ; k ) = P _ { 0 } ( k ) \left( 1 - \xi \left( { \frac { k } { k _ { n } } } \right) ^ { - \varepsilon } \operatorname { s i n } \left[ { \frac { 2 } { \xi } } \left( { \frac { k } { k _ { n } } } \right) ^ { \varepsilon } \right] \right) .",8aeec8ba91.png
"J ^ { M N } = L ^ { M N } + S ^ { M N } \, , \quad S ^ { M N } = \frac { 1 } { 2 i } \left( \psi _ { \alpha } ^ { M } \psi _ { \alpha } ^ { N } - \psi _ { \alpha } ^ { N } \psi _ { \alpha } ^ { M } \right) .",ea82fe0895.png
"\delta L = \delta z ^ { a } \sigma _ { a b } \dot { z } ^ { b } , \ \ \ \ \ \ \ \sigma _ { a b } ( z ) = \partial _ { a } l _ { b } - \partial _ { b } l _ { a } .",679dbe721d.png
"\mathrm { e r f c } ( S \sqrt t ) = \frac { 2 } { \sqrt \pi } \int _ { S \sqrt t } ^ { \infty } d \xi \, e ^ { - \xi ^ { 2 } }",2aa91a13a9.png
H \sim ( r - r _ { 0 } ) ^ { - | \lambda | } \quad \mathrm { a s } \quad r \to r _ { 0 } .,6d70947191.png
e ^ { + } = ( f _ { + } ^ { ~ - } ) ^ { - 1 / 2 } ) g _ { ( + ) } ( \xi ^ { ( + ) } ) d \xi ^ { ( + ) },46f32ccffc.png
"X ^ { \mu } = ( t ( \tau ) , { \mathcal R } ( \tau ) , x _ { 1 } , \dots , x _ { n } ) \, ,",2a2d11d013.png
\operatorname { c o t h } ( x + i y ) \; = \; \frac { \operatorname { s i n h } ( 2 x ) - i \operatorname { s i n } ( 2 y ) } { \operatorname { c o s h } ( 2 x ) - \operatorname { c o s } ( 2 y ) },5dea2cfc23.png
"[ q , \alpha _ { 0 } ] = i \operatorname { c o s h } \beta .",4995665da3.png
L = \frac { \kappa l ^ { 2 } } { 2 n } \epsilon _ { a _ { 1 } \cdots a _ { d } } \bar { R },4fa942be5e.png
"\int [ d \Phi ^ { * } d \Phi ] e ^ { \sum _ { I , J } \Phi _ { I } ^ { * } M _ { I , J } \Phi _ { J } } = p e r M \ ,",7d407f962c.png
"\hat { G } _ { a } ^ { \prime } = \frac { 1 } { \sqrt { n } } \hat { G } _ { a } , \hspace { 0 . 3 c m } \hat { G } _ { a b } ^ { \prime } = \frac { 1 } { \sqrt { n } } \hat { G } _ { a b } , \hspace { 0 . 3 c m } \hat { G } _ { a 5 } ^ { \prime } = \frac { 1 } { \sqrt { n } } \hat { G } _ { a 5 } .",53f5f2b731.png
"A _ { \mu } \to A _ { \mu } - \frac { i } { e } U ( t , { \bf x } ) ^ { - 1 } \partial _ { \mu } U ( t , { \bf x } ) = A _ { \mu } \to A _ { \mu } + \frac { 1 } { e } \partial _ { \mu } \tilde { \Omega } ( t , { \bf x } ) ,",2f6810dd2e.png
K = - \operatorname { l o g } ( S + \overline { S } ) - 3 \operatorname { l o g } ( T + \overline { T } - 2 \overline { M } e ^ { A } M ),2feae055dd.png
"\tau = \frac { g _ { 1 2 } + i \sqrt { \operatorname* { d e t } g } } { g _ { 1 1 } } , \qquad \sigma = b + i \textstyle \sqrt { \operatorname* { d e t } g } ,",694e68f7a0.png
"L ^ { - 1 } : = \overline { { L } } = \{ \overline { { L } } _ { M } ^ { A } \} = \left( \begin{array} { c c } { \overline { { L } } _ { \alpha } ^ { a } } & { \overline { { L } } _ { \alpha } ^ { i } } \\ { 0 } & { \overline { { L } } _ { \alpha } ^ { i } } \\ \end{array} \right) \, , \quad \overline { { L } } _ { \mu } ^ { a } = 0 \, ,",1dd4f748d6.png
"A ( \theta ) = \sum _ { - \infty } ^ { + \infty } A _ { n } e ^ { \imath n \theta } \, ; \; A _ { - n } = A _ { n } ^ { \star }",318d00bf92.png
J \in k e r \Bigl ( \ast d _ { \scriptscriptstyle 1 } + ( \ast d _ { \scriptscriptstyle 1 } ) ^ { \scriptscriptstyle 2 } \Bigr ) ^ { \perp },3cfe07dc79.png
M _ { \hat { \alpha } } ^ { m n p } = - \frac { 1 } { 6 } \varepsilon ^ { \hat { \alpha } \hat { \beta } } \varepsilon ^ { m n p q r s } M _ { \hat { \beta } } ^ { q r s },5bc55ec01f.png
\stackrel { ( 1 ) } { \cal { L } } = { \frac { 1 } { 6 } } f _ { b c } ^ { a } \ ^ { * } C _ { a } ^ { * } C ^ { b } C ^ { c } + f _ { b c } ^ { a } 3 \ ^ { * } A _ { a } ^ { * } \wedge A ^ { b } C ^ { c } + f _ { a b c } A ^ { a } \wedge A ^ { b } \wedge A ^ { c } \ .,68ad65787a.png
\vert a ( h ) \vert ^ { 2 } - \vert a ( h + 1 ) \vert ^ { 2 } = g ( h ) - g ( h - 1 ) ~ .,5c96a568e0.png
"R _ { m i n } = \frac { \left( \sum _ { i } N _ { i } ^ { \frac { 3 } { 2 } } \right) ^ { \frac { 1 } { 3 } } } { 2 \pi ^ { \frac { 1 } { 3 } } \lambda ^ { \frac { 1 } { 6 } } v } ~ ,",2d431a1baf.png
( - \partial _ { \tau } ^ { 2 } + \omega ^ { 2 } + V ^ { \prime \prime } ( \phi _ { 0 } ) ) f ( \tau ) = 0,44181b0938.png
\omega ^ { \prime } \equiv \sqrt { ( k _ { r } ^ { \prime } ) ^ { 2 } + ( k _ { z } ^ { \prime } ) ^ { 2 } } - l ^ { \prime } \Omega \; .,61b11da1c7.png
"[ X , D ] _ { \beta \gamma } = X _ { \beta \gamma } ( D _ { \gamma } - D _ { \beta } ) ,",38a4dea6d2.png
"C _ { u , d } ^ { I } = { \frac { 1 } { \sqrt { f _ { T } } } } ( U ^ { ( u , d } S ^ { ( u , d } ) _ { I J } { C _ { u , d } ^ { J } } ^ { \prime }",5db352cfa8.png
"[ A _ { 0 1 } ( T _ { 1 } ) , A _ { 0 1 } ^ { \dag } ( T _ { 1 } ) ] = 1 , \, \forall T _ { 1 } ,",26a1c27635.png
"G ( x , x , i t ) = \frac { T ( i t ) } { 2 t } g _ { + } ( i t , x ) g _ { - } ( i t , x ) \, .",37cafa3704.png
\Gamma _ { v e r } = P d \Phi ( A ) \equiv \{ u d \Phi ( a ) : u \in P \ a \in A \},60bdbfeead.png
"d s ^ { 2 } = e ^ { K ( Z ^ { i } , \bar { Z } ^ { i } = Z ^ { i } ) - K _ { \infty } } \, d t ^ { 2 } - e ^ { - K ( Z ^ { i } , \bar { Z } ^ { i } = Z ^ { i } ) + K _ { \infty } } \, d \vec { x } ^ { 2 } \ ,",1fdab99581.png
"\phi ^ { ( 1 ) } [ J ] = \setlength { \unitlength } { 1 m m } \left\{ \begin{array} { l l } { ( 2 0 . 5 , 1 0 ) \thicklines \put ( 6 , 1 ) { \circle { 8 } } \put ( 1 4 . 5 , 1 ) { \circle { 8 } } \put ( 1 . 7 5 , 1 ) { \circle * { 1 } } } \\ \end{array} \right. ,",7c1a489673.png
\phi _ { 0 } * \phi _ { 0 } ( x ) = \phi _ { 0 } ( x ) .,21ffd76a5c.png
"I = \sum _ { l = 1 } ^ { \infty } \nu \int _ { 0 } ^ { \infty } y ^ { 2 } \, d y \, , \quad \nu = l + \frac { 1 } { 2 } \, { . }",5133125fc9.png
"H ^ { p } ( { \cal G } ; R ) \otimes H _ { p } ( { \cal G } ^ { * } ; R ) \rightarrow R ,",36aa2ef799.png
\delta \Gamma = - { \frac { 1 } { 4 8 ( 2 \pi ) ^ { 5 } } } \int \omega _ { 2 } ^ { 1 } \wedge \Big ( { \frac { I _ { 4 } ^ { 2 } } { 4 } } - X _ { 8 } \Big ) .,1292b06a20.png
"{ \tilde { Z } } _ { a } ( \tau ) = \frac { 1 } { \eta ^ { 1 6 } ( 2 \tau ) } ,",3a6fe5ec18.png
"G _ { j , N } ( { \mathbf { C } } ) \equiv \{ P \in M ( N ; { \mathbf { C } } ) | P ^ { 2 } = P , P ^ { \dag } = P , \mathrm { t r } P = j \} .",6ca86a88f7.png
\Omega = e ^ { i x ^ { \mu } P _ { \mu } } \ e ^ { i Y ^ { a } ( x ) P _ { a } } \ e ^ { i \theta ^ { \nu b } ( x ) J _ { \nu b } } .,4d4fdc7f90.png
S = 2 \pi \sqrt { N _ { 6 } \sum _ { i < j < k } ( M _ { i } M _ { j } M _ { k } ) N _ { i j k } },35ddbb2e91.png
"M _ { 1 , t } ( x ) = q _ { t } , ~ t = 1 , \cdots , k ~ .",612d19400b.png
"2 \frac { K } { R _ { + } } P ^ { - } | \psi _ { 1 } \rangle = m ^ { 2 } | \psi _ { 1 } \rangle \, ,",5e09e46f06.png
"\tilde { h } _ { 1 , 0 , 3 } = \xi \frac { 1 6 . 3 6 } { \zeta ^ { b _ { 7 } } } \ ,",147484a2a0.png
"j ^ { \epsilon } | _ { X } = \chi _ { k } ( N ) , \ \ \operatorname* { l i m } _ { \epsilon \rightarrow 0 } j ^ { \epsilon } = P D ( X )",296f8414f4.png
"\left( z ^ { 2 } { \frac { d ^ { 2 } } { d z ^ { 2 } } } + z { \frac { d } { d z } } - { \frac { 1 } { 4 } } \{ h - \theta ( z + { \frac { 1 } { z } } ) \} \right) \psi _ { n } = 0 ,",3a8f4c2ac2.png
"[ D , P _ { \mu } ] = P _ { \mu } \, , \qquad [ D , M _ { \mu \nu } ] = 0 \, , \qquad [ D , K _ { \mu } ] = - K _ { \mu }",418eb3a88c.png
\Pi _ { q } ( { \bf S } ^ { d - p - 2 } ) = \left\{ \begin{array} { l l l } { 0 } & { \mathrm { f o r } \; d - p - 2 > q } \\ { { \bf Z } } & { \mathrm { f o r } \; d - p - 2 = q . } \\ \end{array} \right.,23b74dd409.png
